duration_1;duration_2;duration_3;duration_4;duration_5;loudness_level;popularity_level;tempo_class;time_signature;key_mode;artist_song_count;album_freq;movement_index;intensity_level;verbal_density;purity_score;positivity_index;activity_rate;loudness_intensity;happy_dance;acoustics_instrumental;artists_avg_popularity;tempo_vs_genre;energy_rank_pct;loud_energy_ratio;mood_pca;mood_cluster;acoustic_valence_mood_cluster;explicit;signal_strength;mode_indicator;focus_factor;ambient_level;key_sin;key_cos;duration_log;duration_log_z;time_signature_class_boolean;loudness_yeo;is_instrumental;is_dance_hit;temp_zscore;resonance_factor;timbre_index;echo_constant;distorted_movement;signal_power;target_class;target_regression
0.0;0.0;1.0;0.0;0.0;1.0;3.0;1.0;0.2218242027933286;1.5834225706412417;-0.4791298618662256;-0.4296836652155242;1.6664510612157346;0.2861113292618412;0.5802167597754463;-0.8237281212281683;1.2764566440255598;0.2953919017197268;-0.9753032148727824;2.013276254524504;-0.305509747801385;-0.3476866616187861;0.3226706154838519;1.1659094082048669;-0.0094538664527773;1.6559825725467596;-0.7757928102365876;0.7256143613996996;0.0;0.905;0.0;0.00385;0.315;-0.5000000000000004;0.8660254037844384;1.5478461564274597;0.0825529523346314;1.0;0.1132149261492225;0.0;0.0;0.2953906061270045;-0.9693002150806918;0.2267337842457573;1;-0.5289820852592811;0.905;class_68;0.8411248622825367
0.0;1.0;0.0;0.0;0.0;4.0;1.0;1.0;0.2218242027933286;0.4859962678042338;-0.4550857969895056;-0.4722922476908068;0.8654925117143508;-0.7649221758028676;-0.4554171792136718;-0.3936798957153213;1.9013121911158228;0.1334073011828572;-1.9463460730302669;2.0347716139320524;-0.3063176392357594;-0.8068119294748884;0.1533192806215739;-0.1158054329637268;-0.0093784431095951;1.4499810414797054;-0.7757928102365876;0.7256143613996996;0.0;0.661;1.0;0.0;0.083;-0.4999999999999997;-0.8660254037844388;1.6133402882513412;0.308616859951789;1.0;-0.9562198987216848;0.0;0.0;0.1334067160566994;2.2991899906585416;0.1046177559793825;1;0.3238370897493864;0.661;class_68;-0.4142068652457278
0.0;0.0;0.0;1.0;0.0;1.0;3.0;1.0;0.2218242027933286;0.4578571318340541;0.2421920844353753;-0.5149008301660896;0.3353616731954495;0.069780558639366;-0.5490498367113181;0.2919914009065603;-0.5788243322115808;-1.2727831509653644;0.6334272515245377;-0.4425143020674452;-0.3063176392357594;-0.9432277477895478;-1.3168218892959216;-1.0935727949353442;-0.008996471245513;-0.777815440849785;-0.1077846483688094;1.714267759149606;0.0;0.397;0.0;0.0;0.0999;-0.4999999999999997;-0.8660254037844388;1.3873105113310142;-0.4715625727010076;1.0;-0.1534047392822518;0.0;0.0;-1.2727775685219125;1.0454124404563967;0.28794242223364097;1;-1.376038968544917;0.397;class_68;0.6617917583499274
0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;0.2218242027933286;-0.1049255875695396;0.0979276951750551;-0.1740321703638283;1.2573283488804958;0.6724446815775297;1.4408805812184575;-0.3726285839769302;1.4924560924024406;-1.6803465466324734;0.7932579528601048;1.946680512006869;-0.3063176392357594;-0.6698629345394443;-1.7429204497051722;-0.4428775341720901;-0.0092199761410328;1.107560038653942;-0.1077846483688094;0.7256143613996996;0.0;0.582;0.0;0.0;0.2;0.4999999999999999;-0.8660254037844387;1.580215053757197;0.1942795942770906;1.0;0.6905011815642715;0.0;0.0;-1.680339176610668;0.5494700358247224;0.626315468833543;1;-0.0507118722476631;0.582;class_68;1.334290898097212
0.0;0.0;0.0;1.0;0.0;3.0;3.0;1.0;0.2218242027933286;-0.6395691710029536;0.001751435668175;-0.2592493353143936;1.6145904357084508;0.8323067583978144;0.1924451479165071;-0.1109908523712121;0.9061718753794772;-0.4063856983821416;0.5683838646399175;1.5663251995692788;-0.3063176392357594;-0.0523102535531873;-0.4110224205195698;0.5849070785626589;-0.00937837405721;1.2063387411636688;0.2262194325650796;-1.2516924341001134;0.0;0.801;1.0;0.0;0.326;1.0;6.123233995736766e-17;1.2066990846442187;-1.094973002614343;1.0;0.9839346401846149;0.0;0.0;-0.4063839159691836;-0.557971494073872;0.7259818941384253;1;-2.4017268952445305;0.801;class_68;0.7066250343330798
0.0;0.0;0.0;1.0;0.0;3.0;3.0;1.0;0.2218242027933286;0.4859962678042338;0.7952055765999361;-0.2166407528391109;0.1163945877202509;0.8273359226757908;-0.5244594418129463;-0.649002233799522;1.8858836590889028;-0.4568224191423862;0.218659135098219;1.388457283100428;-0.2892248879741995;-0.6129764289508751;-0.4637529020499992;1.4867673370067536;-0.0094518916135616;1.856437720764468;0.2262194325650796;0.7256143613996996;0.0;0.957;1.0;0.0337;0.911;-0.4999999999999997;-0.8660254037844388;1.23901653679805;-0.9834239322675294;1.0;0.9741716441921004;0.0;0.0;-0.4568204155133151;1.238982051139471;0.9378271497015351;1;0.8482056365452563;0.957;class_68;0.5721252063836229
0.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;0.2218242027933286;1.3020312109394447;-0.2867773428524653;-0.5149008301660896;1.914229605306091;0.4404060700734595;2.708231702903772;0.2859767404098772;0.3931731854843844;0.2899546097330079;0.2950358916470316;1.1489397270064987;-0.3063176392357594;-0.8625407935170885;0.3169860463770668;-0.268075447285751;-0.0092764624263866;0.5942903394884145;-0.7757928102365876;1.384716626566304;0.0;0.625;0.0;0.0;0.25;-0.8660254037844386;0.5000000000000001;1.406880994728279;-0.4040117887217757;1.0;0.3255949388960074;0.0;0.0;0.2899533379883189;0.8818875881930921;0.8554330116577517;1;0.4160337573178911;0.625;class_68;0.7514583103162321
0.0;0.0;0.0;1.0;0.0;3.0;3.0;1.0;0.2218242027933286;1.0206398512376478;-0.5031739267429457;-0.3870750827402415;1.343762724725969;0.9623438208859566;1.9705198559526187;-0.1170055128678952;0.0498883478854126;0.4298564661274955;0.6903636261686792;0.5017875869094007;-0.3063098982181055;0.4064658696125298;0.4632503582412338;1.065783745225208;-0.0094161961064523;0.7556990996275;1.562235756300636;1.384716626566304;0.0;0.887;0.0;5.48e-06;0.345;-1.0;-1.8369701987210294e-16;0.8248185110075686;-2.413097425601254;1.0;1.2568500146525043;0.0;0.0;0.429854580771445;-0.1064927983708231;0.10758271697341604;1;0.1797797966735979;0.887;class_68;0.7962915862993843
0.0;0.0;0.0;1.0;0.0;4.0;3.0;1.0;0.2218242027933286;-1.4837432501083443;-0.4310417321127855;-0.2592493353143936;2.3579260679795198;-0.9903992841538664;0.1924451479165071;0.5897170954923775;0.8406006142650668;-0.4068527050558479;1.0977818446521088;1.9441923194292867;-0.1703195955601361;-0.1396961817752287;-0.4115106657189259;-1.536860555647715;-0.0081419215675204;0.1133331567774514;0.2262194325650796;-1.2516924341001134;0.0;0.171;1.0;0.052;0.088;0.0;1.0;0.7519348220430336;-2.6646676208239706;1.0;-1.1312357623158584;0.0;0.0;-0.4068509205945926;1.088351404147289;0.7473913387525836;1;0.6061893841779321;0.171;class_68;0.2134589985184044
0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.2218242027933286;-1.202351890406547;-0.5753061213731058;-0.5149008301660896;1.902705021860028;0.5030386001709591;1.3652178276850064;-0.9055275039830596;0.3738875204507342;0.7632992311535575;0.6760458360952789;1.1204895412867637;-0.3063158452407922;-0.4838530908688849;0.8118574305812954;-0.6377655279566247;-0.0091778266309072;0.4071503358528585;-0.4417887293026986;0.0665120962330952;0.0;0.534;1.0;2.54e-05;0.125;0.4999999999999999;0.8660254037844387;0.7949137457075554;-2.5163187053072607;1.0;0.4181425476580575;0.0;0.0;0.7632958833132033;1.0457461766629028;0.5386640427042375;1;1.2112300150962434;0.534;class_68;-0.4142068652457278
